unemployed,ANYWORK,education_level,latino,race,home_food_costs,outside_food_costs,housing_status,LIVQTR,owe_backrent,owe_backmortgage,expect_eviction,income_bracket,income,expect_foreclosure,use_credit_cards,weight,EST_ST
2.0,1.0,7,1,1,300.0,120.0,2.0,3.0,77.0,1.0,77.0,8.0,0.0,,,87.829654772,11
1.0,2.0,6,1,4,350.0,10.0,2.0,3.0,77.0,1.0,77.0,4.0,0.0,,,109.52223174,11
2.0,2.0,6,1,1,40.0,0.0,1.0,3.0,77.0,77.0,77.0,2.0,6806.248527279393,77.0,1.0,80.389594947,11
1.0,2.0,7,1,1,45.0,0.0,2.0,2.0,77.0,1.0,77.0,2.0,11283.0934352091,,,80.389594947,11
2.0,1.0,7,1,1,70.0,150.0,2.0,8.0,77.0,1.0,77.0,6.0,12533.723781807672,,,54.069355693,11
2.0,1.0,7,1,1,,,,,77.0,77.0,77.0,,0.0,77.0,1.0,54.069355693,11
1.0,2.0,7,1,2,200.0,,,,77.0,77.0,77.0,,0.0,77.0,,138.13147418,11
1.0,1.0,7,1,2,75.0,21.0,3.0,2.0,2.0,77.0,3.0,7.0,6930.8355678696,77.0,1.0,133.76810475,11
1.0,1.0,7,1,1,200.0,50.0,2.0,3.0,77.0,1.0,77.0,7.0,0.0,,,52.742529497,11
2.0,1.0,6,1,2,200.0,10.0,2.0,3.0,77.0,1.0,77.0,6.0,0.0,,1.0,74.386360892,11
2.0,1.0,7,2,1,100.0,250.0,1.0,9.0,77.0,77.0,77.0,5.0,0.0,77.0,,140.83504915,11
2.0,1.0,7,1,1,200.0,0.0,1.0,2.0,77.0,77.0,77.0,8.0,10940.761945861233,77.0,,55.806555255,11
1.0,2.0,3,1,2,,,,,77.0,77.0,77.0,,3049.7054585090727,77.0,,616.04287811,11
2.0,1.0,6,1,1,400.0,300.0,2.0,2.0,77.0,1.0,77.0,8.0,0.0,,1.0,87.829654772,11
2.0,1.0,7,1,1,25.0,100.0,3.0,5.0,1.0,77.0,,6.0,0.0,77.0,,988.61012428,11
2.0,1.0,6,2,1,200.0,100.0,2.0,2.0,77.0,1.0,77.0,,0.0,,,79.416093158,11
1.0,1.0,6,1,1,120.0,50.0,2.0,3.0,77.0,1.0,77.0,4.0,15935.239116443254,,,52.742529497,11
2.0,2.0,7,1,2,100.0,175.0,2.0,2.0,77.0,2.0,77.0,5.0,14306.570089001847,4.0,1.0,122.21400107,11
2.0,1.0,6,1,2,150.0,150.0,3.0,3.0,1.0,77.0,,3.0,6779.5136131923055,77.0,,74.386360892,11
2.0,1.0,7,1,1,300.0,120.0,2.0,9.0,77.0,1.0,77.0,6.0,9331.347047845571,,,54.069355693,11
2.0,2.0,6,1,2,,,,,77.0,77.0,77.0,,0.0,77.0,,79.743425153,11
1.0,1.0,4,1,1,200.0,30.0,3.0,8.0,1.0,77.0,,5.0,0.0,77.0,,88.60840646,11
2.0,1.0,4,1,2,75.0,30.0,2.0,3.0,77.0,1.0,77.0,6.0,0.0,,,81.006254031,11
2.0,1.0,7,1,1,500.0,0.0,,,77.0,77.0,77.0,,0.0,77.0,,40.414232465,11
2.0,1.0,4,1,1,100.0,35.0,3.0,3.0,1.0,77.0,,5.0,0.0,77.0,,170.35479102,11
2.0,1.0,7,1,4,150.0,150.0,2.0,3.0,77.0,1.0,77.0,8.0,0.0,,,138.63335259,11
1.0,1.0,7,1,1,250.0,200.0,3.0,9.0,1.0,77.0,,8.0,0.0,77.0,,93.047593504,11
1.0,1.0,7,1,1,200.0,0.0,2.0,9.0,77.0,1.0,77.0,8.0,0.0,,,40.414232465,11
2.0,1.0,6,1,2,400.0,150.0,2.0,3.0,77.0,1.0,77.0,7.0,0.0,,,693.8096995,11
2.0,1.0,7,1,2,,,,,77.0,77.0,77.0,,8874.679658986892,77.0,,114.54682373,11
2.0,1.0,7,1,1,,,,,77.0,77.0,77.0,,0.0,77.0,,93.047593504,11
1.0,1.0,6,1,1,80.0,90.0,3.0,8.0,1.0,77.0,,1.0,10593.221279358882,77.0,,54.069355693,11
2.0,1.0,7,1,2,250.0,100.0,3.0,5.0,1.0,77.0,,6.0,7474.57198790918,77.0,1.0,108.61604004,11
2.0,1.0,5,1,1,60.0,20.0,3.0,9.0,1.0,77.0,,6.0,10132.926354479776,77.0,,115.89084824,11
2.0,1.0,7,1,1,50.0,100.0,2.0,3.0,77.0,1.0,77.0,7.0,6054.046316433534,,,40.414232465,11
2.0,1.0,7,1,1,300.0,40.0,1.0,8.0,77.0,77.0,77.0,8.0,1800.423481648705,77.0,1.0,52.742529497,11
2.0,1.0,3,1,1,50.0,0.0,3.0,5.0,1.0,77.0,,4.0,17704.583845947906,77.0,,252.00564833,11
1.0,2.0,3,1,2,75.0,0.0,3.0,6.0,1.0,77.0,,3.0,0.0,77.0,,496.83719384,11
2.0,1.0,6,1,1,85.0,15.0,2.0,3.0,77.0,1.0,77.0,7.0,0.0,,,80.389594947,11
2.0,1.0,6,1,1,,,,,77.0,77.0,77.0,,0.0,77.0,,68.094076165,11
1.0,1.0,6,1,1,,,,,77.0,77.0,77.0,,0.0,77.0,1.0,68.094076165,11
2.0,1.0,6,1,3,75.0,50.0,3.0,8.0,1.0,77.0,,6.0,0.0,77.0,,580.55677352,11
2.0,1.0,7,1,1,100.0,50.0,2.0,3.0,77.0,1.0,77.0,8.0,3626.2591016095494,,,2338.5418966,11
2.0,1.0,6,1,1,150.0,150.0,3.0,9.0,1.0,77.0,,7.0,2292.053754841313,77.0,,167.5928172,11
1.0,1.0,7,1,1,300.0,0.0,,,77.0,77.0,77.0,,0.0,77.0,,56.538982314,11
2.0,1.0,7,1,1,200.0,40.0,2.0,7.0,77.0,1.0,77.0,5.0,13810.583885749817,,,54.069355693,11
2.0,2.0,7,1,1,150.0,0.0,3.0,9.0,1.0,77.0,,6.0,55.16283525922601,77.0,,80.389594947,11
2.0,1.0,4,1,2,650.0,250.0,2.0,2.0,77.0,1.0,77.0,5.0,3635.739088748437,,,232.13375704,11
2.0,1.0,7,1,2,150.0,0.0,2.0,3.0,77.0,1.0,77.0,6.0,7158.121602730778,,,133.76810475,11
1.0,2.0,4,1,2,85.0,0.0,3.0,8.0,1.0,77.0,,2.0,0.0,77.0,,209.71633423,11
2.0,2.0,6,1,1,30.0,0.0,2.0,3.0,77.0,1.0,77.0,1.0,0.0,,1.0,56.538982314,11
2.0,2.0,6,1,1,150.0,100.0,2.0,2.0,77.0,1.0,77.0,6.0,5790.199380979314,,,87.829654772,11
2.0,1.0,4,1,1,180.0,50.0,3.0,3.0,1.0,77.0,,1.0,0.0,77.0,1.0,141.91198674,11
2.0,2.0,6,1,2,25.0,0.0,2.0,3.0,77.0,1.0,77.0,4.0,0.0,,1.0,122.21400107,11
2.0,1.0,6,1,2,,,,,77.0,77.0,77.0,,9818.437773258565,77.0,,108.61604004,11
1.0,2.0,4,1,2,40.0,0.0,3.0,9.0,1.0,77.0,,3.0,0.0,77.0,1.0,174.83785779,11
2.0,1.0,3,2,2,200.0,100.0,,,77.0,77.0,77.0,,4096.519662384175,77.0,1.0,420.19404469,11
2.0,1.0,7,1,2,175.0,25.0,2.0,2.0,77.0,1.0,77.0,7.0,3872.7276314972364,,,79.743425153,11
2.0,1.0,6,1,2,300.0,150.0,2.0,3.0,77.0,1.0,77.0,3.0,7414.374217766137,,1.0,74.386360892,11
2.0,1.0,7,1,1,200.0,100.0,,,77.0,77.0,77.0,,1927.7681739215388,77.0,,40.414232465,11
2.0,1.0,7,1,1,0.0,200.0,2.0,2.0,77.0,1.0,77.0,,0.0,,1.0,87.829654772,11
2.0,1.0,6,1,1,,,,,77.0,77.0,77.0,,3535.3602459095328,77.0,1.0,93.047593504,11
2.0,1.0,6,1,1,250.0,250.0,,,77.0,77.0,77.0,,0.0,77.0,1.0,167.5928172,11
2.0,1.0,7,1,1,300.0,100.0,2.0,2.0,77.0,1.0,77.0,8.0,0.0,,,150.17999935,11
2.0,1.0,7,1,1,,,,,77.0,77.0,77.0,,0.0,77.0,,167.5928172,11
1.0,1.0,6,1,1,200.0,100.0,2.0,9.0,77.0,1.0,77.0,4.0,11790.303809217698,,1.0,55.806555255,11
2.0,1.0,7,1,1,300.0,100.0,2.0,3.0,77.0,1.0,77.0,8.0,0.0,,,51.796716957,11
2.0,1.0,6,1,1,50.0,50.0,3.0,9.0,1.0,77.0,,5.0,14389.671075643097,77.0,,40.414232465,11
2.0,1.0,7,1,1,30.0,75.0,3.0,9.0,1.0,77.0,,7.0,7739.246758360065,77.0,,1815.8202147,11
2.0,1.0,7,2,4,100.0,35.0,3.0,8.0,1.0,77.0,,6.0,10631.872235441091,77.0,1.0,100.52497169,11
1.0,1.0,7,1,1,400.0,150.0,1.0,2.0,77.0,77.0,77.0,8.0,4283.748735444822,77.0,,150.17999935,11
2.0,1.0,7,1,1,100.0,500.0,2.0,2.0,77.0,1.0,77.0,8.0,0.0,,,40.414232465,11
2.0,1.0,6,1,1,,,,,77.0,77.0,77.0,,0.0,77.0,,93.047593504,11
1.0,2.0,3,1,2,558.0,40.0,3.0,9.0,1.0,77.0,,1.0,0.0,77.0,,549.59231247,11
2.0,1.0,7,1,3,,,2.0,2.0,77.0,1.0,77.0,6.0,0.0,,1.0,138.63335259,11
2.0,1.0,7,1,1,500.0,60.0,2.0,3.0,77.0,1.0,77.0,7.0,7030.165677571542,,,87.829654772,11
1.0,2.0,6,1,2,,,,,77.0,77.0,77.0,,2602.9650424326637,77.0,,107.8796218,11
1.0,1.0,3,1,4,50.0,100.0,2.0,9.0,77.0,1.0,77.0,3.0,0.0,,,1172.0556492,11
2.0,2.0,6,1,1,100.0,80.0,3.0,9.0,1.0,77.0,,8.0,9595.828817754587,77.0,,56.538982314,11
2.0,1.0,7,1,1,200.0,100.0,2.0,2.0,77.0,1.0,77.0,,0.0,,1.0,55.806555255,11
2.0,2.0,4,1,2,150.0,100.0,3.0,9.0,1.0,77.0,,1.0,0.0,77.0,,256.78216107,11
2.0,1.0,7,1,1,100.0,30.0,2.0,3.0,77.0,2.0,77.0,4.0,0.0,3.0,,54.069355693,11
1.0,1.0,7,1,1,,,,,77.0,77.0,77.0,,286.96896199173125,77.0,,150.17999935,11
1.0,2.0,3,1,2,0.0,0.0,3.0,6.0,1.0,77.0,,1.0,11102.933300772482,77.0,,891.08127574,11
2.0,1.0,7,2,1,500.0,100.0,3.0,8.0,1.0,77.0,,5.0,3014.8117296973874,77.0,,76.996629478,11
2.0,2.0,7,1,1,90.0,0.0,2.0,3.0,77.0,1.0,77.0,4.0,0.0,,,80.389594947,11
2.0,1.0,7,1,1,150.0,55.0,1.0,2.0,77.0,77.0,77.0,8.0,2471.962319746335,77.0,,342.45641261,11
2.0,1.0,7,2,1,100.0,0.0,3.0,7.0,1.0,77.0,,3.0,0.0,77.0,,794.16528033,11
2.0,1.0,7,1,2,,,,,77.0,77.0,77.0,,2117.887842867835,77.0,,133.76810475,11
1.0,2.0,5,1,4,150.0,200.0,2.0,2.0,77.0,2.0,77.0,8.0,0.0,3.0,,150.97080221,11
2.0,1.0,7,1,1,100.0,150.0,2.0,3.0,77.0,1.0,77.0,8.0,8055.43135619556,,,54.069355693,11
2.0,1.0,7,1,1,130.0,150.0,1.0,6.0,77.0,77.0,77.0,6.0,0.0,77.0,1.0,87.829654772,11
2.0,2.0,7,1,1,,,1.0,2.0,77.0,77.0,77.0,5.0,0.0,77.0,1.0,56.538982314,11
2.0,1.0,7,1,1,140.0,10.0,3.0,9.0,1.0,77.0,,6.0,9814.401063342728,77.0,,167.5928172,11
2.0,1.0,3,2,1,80.0,150.0,3.0,1.0,1.0,77.0,,1.0,0.0,77.0,1.0,352.20202569,11
1.0,1.0,7,1,1,300.0,50.0,2.0,3.0,77.0,1.0,77.0,8.0,0.0,,,55.806555255,11
1.0,1.0,6,1,2,,,,,77.0,77.0,77.0,,0.0,77.0,,133.03419262,11
1.0,1.0,1,2,1,,,,,77.0,77.0,77.0,,10912.345372759719,77.0,,420.19404469,11
2.0,1.0,6,1,1,,,,,77.0,77.0,77.0,,14365.153928446443,77.0,,55.157586462,11
1.0,1.0,4,1,3,,,,,77.0,77.0,77.0,,4137.090534076188,77.0,,332.6386948,11
2.0,2.0,7,1,3,200.0,75.0,1.0,8.0,77.0,77.0,77.0,7.0,0.0,77.0,,216.23529587,11
1.0,1.0,7,2,1,300.0,500.0,2.0,2.0,77.0,1.0,77.0,6.0,14749.139657883497,,,79.416093158,11
2.0,1.0,7,1,2,,,,,77.0,77.0,77.0,,0.0,77.0,1.0,138.13147418,11
1.0,1.0,6,1,1,,,,,77.0,77.0,77.0,,4192.767578386547,77.0,,167.5928172,11
2.0,1.0,6,1,1,,,,,77.0,77.0,77.0,,7700.176935688459,77.0,,40.414232465,11
2.0,1.0,6,1,2,,,,,77.0,77.0,77.0,,537.6925476507936,77.0,,95.65147396,11
2.0,1.0,7,1,1,160.0,40.0,2.0,2.0,77.0,1.0,77.0,8.0,10093.155141709673,,,167.5928172,11
1.0,2.0,3,2,1,,,,,77.0,77.0,77.0,,4291.442613493574,77.0,,420.19404469,11
2.0,1.0,7,1,3,120.0,120.0,3.0,8.0,1.0,77.0,,5.0,14454.198665943795,77.0,,181.68687756,11
2.0,1.0,6,1,1,500.0,500.0,2.0,2.0,77.0,1.0,77.0,8.0,0.0,,,313.73252839,11
2.0,1.0,6,1,2,100.0,100.0,3.0,9.0,1.0,77.0,,6.0,3540.5789458583904,77.0,,773.14296934,11
2.0,1.0,7,2,1,83.0,87.0,3.0,4.0,1.0,77.0,,8.0,13992.955742388165,77.0,1.0,78.319906896,11
2.0,1.0,7,1,1,40.0,120.0,2.0,2.0,77.0,1.0,77.0,6.0,0.0,,,55.157586462,11
2.0,2.0,6,2,1,200.0,50.0,1.0,3.0,77.0,77.0,77.0,5.0,6945.677874155461,77.0,1.0,64.227511174,11
2.0,1.0,3,2,1,,,,,77.0,77.0,77.0,,0.0,77.0,1.0,453.9405908,11
2.0,1.0,6,1,1,,,,,77.0,77.0,77.0,,5699.068400830555,77.0,,51.796716957,11
2.0,1.0,6,1,1,,,,,77.0,77.0,77.0,,11898.41303928036,77.0,,54.069355693,11
2.0,1.0,5,1,1,200.0,50.0,2.0,2.0,77.0,1.0,77.0,,8328.652579459147,,,137.01810073,11
1.0,1.0,4,1,2,176.0,0.0,2.0,3.0,77.0,1.0,77.0,5.0,1702.7120163973111,,,145.67257955,11
2.0,1.0,4,1,1,100.0,120.0,2.0,2.0,77.0,1.0,77.0,,5962.407003490268,,1.0,115.89084824,11
1.0,1.0,6,1,1,375.0,175.0,2.0,2.0,77.0,1.0,77.0,7.0,12449.818547998713,,,150.17999935,11
2.0,1.0,7,1,1,250.0,250.0,1.0,2.0,77.0,77.0,77.0,8.0,6309.5219258464585,77.0,,56.538982314,11
1.0,2.0,7,1,2,200.0,300.0,2.0,3.0,77.0,1.0,77.0,6.0,0.0,,,95.65147396,11
2.0,2.0,6,1,1,80.0,70.0,1.0,5.0,77.0,77.0,77.0,7.0,0.0,77.0,,80.389594947,11
2.0,1.0,7,1,1,200.0,40.0,2.0,2.0,77.0,1.0,77.0,8.0,10748.746153439111,,,150.17999935,11
2.0,2.0,7,1,2,55.0,30.0,2.0,3.0,77.0,1.0,77.0,4.0,0.0,,,133.03419262,11
1.0,1.0,7,1,2,75.0,30.0,1.0,3.0,77.0,77.0,77.0,5.0,0.0,77.0,,122.21400107,11
1.0,1.0,4,2,4,300.0,,,,77.0,77.0,77.0,,0.0,77.0,,109.47102796,11
2.0,1.0,7,1,2,250.0,40.0,2.0,2.0,77.0,1.0,77.0,2.0,0.0,,1.0,219.21662839,11
2.0,1.0,6,1,1,350.0,200.0,2.0,3.0,77.0,1.0,77.0,8.0,0.0,,,326.02611495,11
2.0,1.0,7,1,1,50.0,0.0,2.0,3.0,77.0,1.0,77.0,4.0,0.0,,1.0,52.742529497,11
2.0,1.0,7,1,1,,,,,77.0,77.0,77.0,,7256.192240267359,77.0,,150.17999935,11
2.0,1.0,7,1,2,150.0,120.0,2.0,3.0,77.0,1.0,77.0,5.0,8737.177442656082,,,108.61604004,11
2.0,1.0,7,1,1,,,,,77.0,77.0,77.0,,7055.681612592685,77.0,,55.157586462,11
1.0,2.0,6,1,2,200.0,0.0,2.0,3.0,77.0,1.0,77.0,8.0,425.8455083875045,,1.0,108.61604004,11
2.0,2.0,7,1,1,650.0,233.0,1.0,3.0,77.0,77.0,77.0,8.0,0.0,77.0,,150.17999935,11
2.0,1.0,4,1,2,120.0,35.0,2.0,3.0,77.0,1.0,77.0,5.0,9571.39657500357,,,81.006254031,11
1.0,2.0,6,1,2,95.0,20.0,3.0,6.0,2.0,77.0,2.0,2.0,0.0,77.0,,74.386360892,11
1.0,1.0,4,1,2,,,,,77.0,77.0,77.0,,0.0,77.0,,252.89593777,11
2.0,1.0,6,1,4,400.0,200.0,2.0,9.0,77.0,1.0,77.0,8.0,0.0,,,181.68687756,11
2.0,1.0,7,2,2,100.0,60.0,2.0,3.0,77.0,1.0,77.0,6.0,292.9666447221036,,,79.416093158,11
1.0,1.0,6,1,2,,,,,77.0,77.0,77.0,,0.0,77.0,,74.386360892,11
1.0,2.0,4,1,2,75.0,,2.0,3.0,77.0,1.0,77.0,4.0,0.0,,,204.64892199,11
2.0,1.0,6,1,1,150.0,0.0,2.0,2.0,77.0,1.0,77.0,8.0,12026.584750273223,,,51.796716957,11
1.0,2.0,6,1,2,,,,,77.0,77.0,77.0,,0.0,77.0,,74.386360892,11
2.0,2.0,4,1,2,150.0,50.0,2.0,2.0,77.0,,77.0,7.0,0.0,,1.0,145.67257955,11
2.0,1.0,7,1,1,200.0,100.0,2.0,2.0,77.0,1.0,77.0,8.0,0.0,,,40.414232465,11
2.0,1.0,6,1,1,,,,,77.0,77.0,77.0,,0.0,77.0,,167.5928172,11
2.0,2.0,4,1,2,100.0,50.0,1.0,3.0,77.0,77.0,77.0,4.0,0.0,77.0,,183.87281211,11
1.0,2.0,6,1,2,194.0,30.0,,,77.0,77.0,77.0,,0.0,77.0,,74.386360892,11
2.0,1.0,7,1,2,350.0,150.0,,,77.0,77.0,77.0,,0.0,77.0,,79.743425153,11
2.0,2.0,6,2,1,500.0,150.0,3.0,9.0,1.0,77.0,,5.0,0.0,77.0,1.0,54.391850865,11
1.0,1.0,7,1,1,120.0,0.0,2.0,2.0,77.0,2.0,77.0,5.0,0.0,4.0,,52.742529497,11
1.0,1.0,4,2,4,,,,,77.0,77.0,77.0,,0.0,77.0,,164.55688196,11
2.0,1.0,7,1,1,100.0,0.0,2.0,9.0,77.0,1.0,77.0,5.0,4112.530229010495,,,52.742529497,11
2.0,2.0,7,1,2,150.0,50.0,2.0,6.0,77.0,1.0,77.0,6.0,0.0,,,603.81872869,11
,,3,2,1,,,,,77.0,77.0,77.0,,3619.2672039244367,77.0,,420.19404469,11
2.0,1.0,7,1,1,671.0,101.0,1.0,2.0,77.0,77.0,77.0,7.0,1694.5825839645026,77.0,,93.047593504,11
2.0,1.0,6,2,1,60.0,30.0,,,77.0,77.0,77.0,,3519.6806474801583,77.0,,78.319906896,11
2.0,1.0,7,1,1,300.0,60.0,2.0,3.0,77.0,1.0,77.0,8.0,0.0,,,55.806555255,11
2.0,1.0,7,1,1,250.0,100.0,2.0,3.0,77.0,1.0,77.0,8.0,7994.557039155443,,,51.796716957,11
2.0,2.0,7,1,2,100.0,100.0,2.0,2.0,77.0,1.0,77.0,5.0,0.0,,1.0,114.54682373,11
2.0,1.0,7,1,2,60.0,100.0,1.0,3.0,77.0,77.0,77.0,8.0,18914.703407531702,77.0,,74.386360892,11
2.0,2.0,7,1,1,80.0,84.0,1.0,9.0,77.0,77.0,77.0,6.0,10456.337351847777,77.0,1.0,80.389594947,11
2.0,1.0,4,1,2,,,,,77.0,77.0,77.0,,0.0,77.0,,174.83785779,11
1.0,1.0,3,1,2,,,,,77.0,77.0,77.0,,31607.091796060715,77.0,,335.90647223,11
1.0,2.0,6,1,1,,,,,77.0,77.0,77.0,,0.0,77.0,,54.069355693,11
2.0,1.0,7,1,1,200.0,100.0,1.0,8.0,77.0,77.0,77.0,7.0,20287.310845735086,77.0,,56.538982314,11
1.0,1.0,6,1,1,150.0,150.0,2.0,2.0,77.0,1.0,77.0,6.0,0.0,,,150.17999935,11
2.0,1.0,6,2,1,20.0,50.0,2.0,2.0,77.0,1.0,77.0,6.0,0.0,,1.0,65.136620433,11
2.0,2.0,6,1,1,,300.0,,,77.0,77.0,77.0,,0.0,77.0,,52.742529497,11
1.0,2.0,4,1,2,200.0,48.0,3.0,2.0,1.0,77.0,,6.0,0.0,77.0,1.0,174.83785779,11
2.0,1.0,7,1,1,300.0,100.0,2.0,3.0,77.0,1.0,77.0,8.0,4335.189820290417,,1.0,57.77454569,11
1.0,2.0,7,1,1,125.0,30.0,1.0,9.0,77.0,77.0,77.0,7.0,22945.370582537274,77.0,1.0,56.538982314,11
2.0,1.0,7,1,1,,,,,77.0,77.0,77.0,,2255.108598321168,77.0,,54.069355693,11
1.0,1.0,6,1,1,400.0,60.0,2.0,2.0,77.0,1.0,77.0,7.0,0.0,,,55.157586462,11
1.0,1.0,6,2,1,,,,,77.0,77.0,77.0,,0.0,77.0,,78.319906896,11
2.0,1.0,7,1,1,400.0,200.0,2.0,3.0,77.0,1.0,77.0,8.0,0.0,,,40.414232465,11
2.0,1.0,7,1,1,75.0,75.0,2.0,9.0,77.0,1.0,77.0,8.0,0.0,,,93.047593504,11
2.0,1.0,7,1,2,200.0,300.0,2.0,7.0,77.0,1.0,77.0,7.0,0.0,,,108.61604004,11
2.0,2.0,6,1,1,,,,,77.0,77.0,77.0,,13645.78829110006,77.0,,57.77454569,11
1.0,2.0,3,1,2,105.0,25.0,2.0,2.0,77.0,1.0,77.0,2.0,5257.622140158896,,,616.04287811,11
1.0,1.0,4,1,4,100.0,20.0,,,77.0,77.0,77.0,,0.0,77.0,1.0,150.97080221,11
1.0,2.0,3,1,2,,,,,77.0,77.0,77.0,,0.0,77.0,,762.46048398,11
1.0,1.0,6,1,1,225.0,200.0,2.0,2.0,77.0,1.0,77.0,5.0,9119.908797616627,,1.0,51.796716957,11
2.0,2.0,7,1,1,200.0,0.0,1.0,3.0,77.0,77.0,77.0,8.0,0.0,77.0,,56.538982314,11
2.0,1.0,7,1,1,135.0,35.0,3.0,9.0,1.0,77.0,,7.0,8938.899146984159,77.0,1.0,80.389594947,11
2.0,2.0,6,1,1,200.0,300.0,3.0,3.0,1.0,77.0,,5.0,0.0,77.0,,150.17999935,11
2.0,1.0,4,1,2,50.0,15.0,2.0,7.0,77.0,1.0,77.0,4.0,0.0,,,183.87281211,11
2.0,1.0,7,1,1,200.0,40.0,,,77.0,77.0,77.0,,0.0,77.0,,93.047593504,11
1.0,1.0,7,1,3,150.0,100.0,3.0,3.0,1.0,77.0,,8.0,0.0,77.0,1.0,109.52223174,11
1.0,1.0,7,1,1,150.0,150.0,2.0,3.0,77.0,1.0,77.0,8.0,2747.5048164730415,,,93.047593504,11
1.0,1.0,7,1,1,60.0,150.0,3.0,9.0,1.0,77.0,,3.0,9408.581282761626,77.0,,87.829654772,11
1.0,2.0,6,1,1,150.0,40.0,1.0,3.0,77.0,77.0,77.0,8.0,3739.557230825608,77.0,,68.094076165,11
2.0,1.0,7,1,1,350.0,10.0,3.0,9.0,1.0,77.0,,6.0,0.0,77.0,1.0,127.06665077,11
2.0,1.0,7,2,1,80.0,0.0,2.0,3.0,77.0,1.0,77.0,6.0,0.0,,,78.319906896,11
2.0,1.0,7,1,1,200.0,100.0,3.0,3.0,1.0,77.0,,8.0,10697.766464846785,77.0,,55.157586462,11
2.0,2.0,7,2,1,135.0,0.0,2.0,2.0,77.0,1.0,77.0,6.0,9826.176544149122,,,77.522584905,11
1.0,1.0,3,1,1,380.0,,,,77.0,77.0,77.0,,38436.98874828651,77.0,,260.89250226,11
2.0,1.0,7,1,2,250.0,25.0,2.0,3.0,77.0,1.0,77.0,8.0,0.0,,,133.76810475,11
2.0,1.0,6,1,1,250.0,250.0,3.0,9.0,1.0,77.0,,8.0,0.0,77.0,,68.094076165,11
1.0,1.0,7,1,1,10.0,40.0,3.0,9.0,1.0,77.0,,5.0,0.0,77.0,1.0,52.742529497,11
2.0,1.0,7,1,1,200.0,100.0,2.0,2.0,77.0,1.0,77.0,8.0,3681.705194245033,,1.0,51.796716957,11
1.0,2.0,4,1,2,100.0,20.0,3.0,9.0,1.0,77.0,,1.0,0.0,77.0,1.0,81.006254031,11
2.0,1.0,7,1,1,100.0,120.0,2.0,2.0,77.0,1.0,77.0,8.0,0.0,,,40.414232465,11
1.0,1.0,7,1,1,100.0,100.0,3.0,9.0,1.0,77.0,,3.0,1644.3890596933502,77.0,,40.414232465,11
1.0,1.0,7,1,1,200.0,0.0,2.0,3.0,77.0,1.0,77.0,7.0,12280.066669703047,,,87.829654772,11
2.0,2.0,1,1,2,0.0,60.0,3.0,4.0,2.0,77.0,2.0,1.0,0.0,77.0,,3328.8786607,11
2.0,1.0,7,1,1,400.0,200.0,1.0,3.0,77.0,77.0,77.0,8.0,0.0,77.0,,251.18801534,11
2.0,1.0,7,1,1,160.0,80.0,3.0,5.0,1.0,77.0,,7.0,2490.717531304588,77.0,1.0,1690.707949,11
2.0,1.0,6,1,1,200.0,50.0,3.0,9.0,1.0,77.0,,6.0,0.0,77.0,1.0,612.22579147,11
2.0,1.0,6,1,1,250.0,100.0,3.0,9.0,1.0,77.0,,7.0,8286.692212939597,77.0,1.0,167.5928172,11
1.0,2.0,6,1,1,200.0,100.0,2.0,2.0,77.0,1.0,77.0,6.0,12123.546158504829,,,80.389594947,11
1.0,1.0,7,1,2,100.0,75.0,2.0,3.0,77.0,1.0,77.0,4.0,555.6520438945845,,,107.8796218,11
2.0,1.0,7,1,1,250.0,250.0,3.0,9.0,1.0,77.0,,7.0,10756.19126244172,77.0,,55.157586462,11
2.0,1.0,7,2,1,200.0,350.0,2.0,3.0,77.0,1.0,77.0,8.0,0.0,,,77.522584905,11
2.0,1.0,6,1,1,200.0,50.0,2.0,3.0,77.0,1.0,77.0,8.0,0.0,,,57.77454569,11
2.0,1.0,7,1,1,200.0,50.0,2.0,3.0,77.0,1.0,77.0,8.0,0.0,,1.0,54.069355693,11
2.0,1.0,3,1,2,400.0,,,,77.0,77.0,77.0,,3737.5997058449043,77.0,,549.59231247,11
2.0,1.0,7,1,3,150.0,50.0,3.0,3.0,1.0,77.0,,4.0,2516.1063960895603,77.0,,111.40449979,11
1.0,1.0,7,1,1,50.0,50.0,3.0,4.0,1.0,77.0,,8.0,0.0,77.0,1.0,51.796716957,11
1.0,2.0,7,1,4,25.0,9.0,3.0,9.0,1.0,77.0,,1.0,1819.3623615936096,77.0,1.0,88.575754397,11
2.0,2.0,6,1,1,17.0,0.0,,,77.0,77.0,77.0,,0.0,77.0,1.0,56.538982314,11
2.0,1.0,6,1,1,,,,,77.0,77.0,77.0,,505.15187703483593,77.0,,93.047593504,11
2.0,1.0,7,1,1,200.0,40.0,2.0,8.0,77.0,1.0,77.0,6.0,3493.756943446463,,1.0,411.32637156,11
2.0,1.0,7,1,3,,,,,77.0,77.0,77.0,,20889.410361318056,77.0,,138.63335259,11
2.0,1.0,7,1,1,200.0,0.0,1.0,2.0,77.0,77.0,77.0,8.0,794.9862226929654,77.0,,52.742529497,11
2.0,1.0,7,1,2,75.0,0.0,3.0,3.0,1.0,77.0,,4.0,15607.178689913215,77.0,,107.8796218,11
2.0,1.0,7,1,1,200.0,300.0,1.0,9.0,77.0,77.0,77.0,8.0,301.77462617143004,77.0,,40.414232465,11
2.0,1.0,7,1,1,,,3.0,4.0,1.0,77.0,,,6438.058052824292,77.0,,87.829654772,11
